timestamp,event_type,source,pump,pumps,seconds,ml,hz,direction,light_on,addr,gain,avg,sample_index,v0,v1,v2,v3,do_state,target_threshold_v,vote_k,irrigate_seconds,triggered,irrigated,under_threshold_count,note
2026-02-27T12:07:57.306186-08:00,light_config_set,GrowLight.set_config,,,,,,,,,,,,,,,,,,,,,,,"mode=daynight, day_start=06:00, day_end=20:00"
2026-02-27T12:07:57.306372-08:00,scheduler_light_daynight_enabled,grow_scheduler._ensure_daynight_enabled,,,,,,,,,,,,,,,,,,,,,,,start=06:00 end=20:00
2026-02-27T12:07:57.306503-08:00,light_state,GrowLight.apply_daynight_now,,,,,,,True,,,,,,,,,,,,,,,,
2026-02-27T12:07:57.306590-08:00,light_daynight_apply,GrowLight.apply_daynight_now,,,,,,,True,,,,,,,,,,,,,,,,within_window=True
2026-02-27T12:08:02.695377-08:00,sensor_read,SensorArray.snapshot,,,,,,,,72,0.6666666666666666,5,1,1.8458414044606173,1.3544875188096914,2.224267664897514,0.7850760953678849,DRY,,,,,,,
2026-02-27T12:08:02.730580-08:00,sensor_read,SensorArray.snapshot,,,,,,,,72,0.6666666666666666,5,1,1.985954140593425,1.188437349021544,2.219000089739735,0.7254712786272657,DRY,,,,,,,
2026-02-27T12:08:04.334840-08:00,light_state,GrowLight.toggle,,,,,,,False,,,,,,,,,,,,,,,,
2026-02-27T12:08:04.844942-08:00,light_state,GrowLight.toggle,,,,,,,True,,,,,,,,,,,,,,,,
2026-02-27T12:08:05.211220-08:00,light_state,GrowLight.toggle,,,,,,,False,,,,,,,,,,,,,,,,
2026-02-27T12:08:05.620302-08:00,light_state,GrowLight.toggle,,,,,,,True,,,,,,,,,,,,,,,,
2026-02-27T12:08:06.080152-08:00,light_state,GrowLight.toggle,,,,,,,False,,,,,,,,,,,,,,,,
2026-02-27T12:08:06.252729-08:00,light_state,GrowLight.toggle,,,,,,,True,,,,,,,,,,,,,,,,
2026-02-27T12:08:06.482437-08:00,sensor_read,SensorArray.snapshot,,,,,,,,72,0.6666666666666666,5,1,2.1428490030649407,1.0345292881172774,2.1318256569103426,0.8046301272195878,DRY,,,,,,,
2026-02-27T12:08:06.778759-08:00,light_state,GrowLight.toggle,,,,,,,False,,,,,,,,,,,,,,,,
2026-02-27T12:08:10.578095-08:00,sensor_read,SensorArray.snapshot,,,,,,,,72,0.6666666666666666,5,1,2.2765541349280483,0.866867281984909,2.1787527589787317,0.7856598659558266,DRY,,,,,,,
2026-02-27T12:08:11.480864-08:00,sensor_read,SensorArray.snapshot,,,,,,,,72,0.6666666666666666,5,1,2.032444527840679,0.7907986268661933,2.085625991493691,0.7265803896050174,DRY,,,,,,,
2026-02-27T12:08:12.048164-08:00,sensor_read,SensorArray.snapshot,,,,,,,,72,0.6666666666666666,5,1,1.7367983377742833,0.8741745203534327,2.057861837064172,0.7655846560048453,DRY,,,,,,,
2026-02-27T12:08:12.684677-08:00,sensor_read,SensorArray.snapshot,,,,,,,,72,0.6666666666666666,5,1,1.658599751855763,1.0976144849633775,1.9562853610191204,0.8965476022917277,DRY,,,,,,,
2026-02-27T12:08:12.780131-08:00,sensor_read,SensorArray.snapshot,,,,,,,,72,0.6666666666666666,5,1,1.6227275655441982,1.033123525838066,1.7675814382034631,0.9636776010370182,DRY,,,,,,,
2026-02-27T12:08:16.568307-08:00,sensor_read,SensorArray.snapshot,,,,,,,,72,0.6666666666666666,5,1,1.7126434200793414,1.125338429306519,1.708909962069455,0.8458911704053067,DRY,,,,,,,
2026-02-27T12:08:17.307505-08:00,light_state,GrowLight.apply_daynight_now,,,,,,,True,,,,,,,,,,,,,,,,
2026-02-27T12:08:17.307663-08:00,light_daynight_apply,GrowLight.apply_daynight_now,,,,,,,True,,,,,,,,,,,,,,,,within_window=True
2026-02-27T12:08:22.746527-08:00,sensor_read,SensorArray.snapshot,,,,,,,,72,0.6666666666666666,5,1,1.609330019164705,0.8348363361888924,1.4733074024912127,1.00342190855028,DRY,,,,,,,
2026-02-27T12:08:26.672183-08:00,sensor_read,SensorArray.snapshot,,,,,,,,72,0.6666666666666666,5,1,1.5359198112464136,0.9386603917384178,1.4736652012103175,0.9171643817377296,DRY,,,,,,,
2026-02-27T12:08:32.771341-08:00,sensor_read,SensorArray.snapshot,,,,,,,,72,0.6666666666666666,5,1,1.493243505593275,1.1207800326693609,1.4000575524428995,0.793367017081242,DRY,,,,,,,
2026-02-27T12:08:36.814501-08:00,sensor_read,SensorArray.snapshot,,,,,,,,72,0.6666666666666666,5,1,1.4754675245131141,1.2617506394046951,1.4737323929130064,0.9243433230282506,DRY,,,,,,,
2026-02-27T12:08:37.308056-08:00,light_state,GrowLight.apply_daynight_now,,,,,,,True,,,,,,,,,,,,,,,,
2026-02-27T12:08:37.308245-08:00,light_daynight_apply,GrowLight.apply_daynight_now,,,,,,,True,,,,,,,,,,,,,,,,within_window=True
2026-02-27T12:08:42.784014-08:00,sensor_read,SensorArray.snapshot,,,,,,,,72,0.6666666666666666,5,1,1.3528643785387298,1.3941422883751051,1.3544439892582625,1.0181419001148537,DRY,,,,,,,
2026-02-27T12:08:46.919028-08:00,sensor_read,SensorArray.snapshot,,,,,,,,72,0.6666666666666666,5,1,1.3285357927680421,1.6068390905797187,1.3281418855263336,1.0238398335654404,DRY,,,,,,,
2026-02-27T12:08:52.799514-08:00,sensor_read,SensorArray.snapshot,,,,,,,,72,0.6666666666666666,5,1,1.255020115939637,1.8537253792169701,1.3274493731670325,0.922603745610258,DRY,,,,,,,
2026-02-27T12:08:57.059446-08:00,sensor_read,SensorArray.snapshot,,,,,,,,72,0.6666666666666666,5,1,1.405646972831065,1.9866229546992125,1.331988083058658,0.7393814861680152,DRY,,,,,,,
2026-02-27T12:08:57.308704-08:00,light_state,GrowLight.apply_daynight_now,,,,,,,True,,,,,,,,,,,,,,,,
2026-02-27T12:08:57.308901-08:00,light_daynight_apply,GrowLight.apply_daynight_now,,,,,,,True,,,,,,,,,,,,,,,,within_window=True
2026-02-27T12:09:03.063990-08:00,sensor_read,SensorArray.snapshot,,,,,,,,72,0.6666666666666666,5,1,1.3866348497857033,2.174809081046018,1.1995392264899052,0.697977616508882,DRY,,,,,,,
2026-02-27T12:09:07.152039-08:00,sensor_read,SensorArray.snapshot,,,,,,,,72,0.6666666666666666,5,1,1.1355266543759335,2.130210980620082,1.1882961583381328,0.9676569605375158,DRY,,,,,,,
2026-02-27T12:09:13.131071-08:00,sensor_read,SensorArray.snapshot,,,,,,,,72,0.6666666666666666,5,1,0.944185450741369,2.3205190446763373,0.8753154890591425,1.0677698944318297,DRY,,,,,,,
2026-02-27T12:09:17.289825-08:00,sensor_read,SensorArray.snapshot,,,,,,,,72,0.6666666666666666,5,1,0.8202046595950846,2.3903358164698787,0.8653576318592451,0.8199896016950227,DRY,,,,,,,
2026-02-27T12:09:17.309307-08:00,light_state,GrowLight.apply_daynight_now,,,,,,,True,,,,,,,,,,,,,,,,
2026-02-27T12:09:17.309448-08:00,light_daynight_apply,GrowLight.apply_daynight_now,,,,,,,True,,,,,,,,,,,,,,,,within_window=True
2026-02-27T12:09:23.166352-08:00,sensor_read,SensorArray.snapshot,,,,,,,,72,0.6666666666666666,5,1,0.9189338734256862,2.418402075180732,1.0393209688062006,0.8261365354703172,DRY,,,,,,,
2026-02-27T12:09:27.406451-08:00,sensor_read,SensorArray.snapshot,,,,,,,,72,0.6666666666666666,5,1,0.6899711209906831,2.256413858172159,1.1037811645683127,0.9887793373909549,DRY,,,,,,,
2026-02-27T12:09:33.240711-08:00,sensor_read,SensorArray.snapshot,,,,,,,,72,0.6666666666666666,5,1,0.6573370107253704,2.2599599543975963,1.1775487786916359,1.0936724210472484,DRY,,,,,,,
2026-02-27T12:09:37.310007-08:00,light_state,GrowLight.apply_daynight_now,,,,,,,True,,,,,,,,,,,,,,,,
2026-02-27T12:09:37.310374-08:00,light_daynight_apply,GrowLight.apply_daynight_now,,,,,,,True,,,,,,,,,,,,,,,,within_window=True
2026-02-27T12:09:37.447649-08:00,sensor_read,SensorArray.snapshot,,,,,,,,72,0.6666666666666666,5,1,0.408582138489037,1.8824827319461928,1.1970056051695914,0.8562929374619911,DRY,,,,,,,
2026-02-27T12:09:43.373495-08:00,sensor_read,SensorArray.snapshot,,,,,,,,72,0.6666666666666666,5,1,0.4782562214954575,1.662426540627856,1.3878200158822522,0.560802130451731,DRY,,,,,,,
2026-02-27T12:09:47.488523-08:00,sensor_read,SensorArray.snapshot,,,,,,,,72,0.6666666666666666,5,1,0.4670256125565487,1.7122748106866332,1.307150731975643,0.4754705759379925,DRY,,,,,,,
2026-02-27T12:09:53.503873-08:00,sensor_read,SensorArray.snapshot,,,,,,,,72,0.6666666666666666,5,1,0.3578055456905581,1.668289185038064,1.4193492009519435,0.668909842960788,DRY,,,,,,,
2026-02-27T12:09:57.311007-08:00,light_state,GrowLight.apply_daynight_now,,,,,,,True,,,,,,,,,,,,,,,,
2026-02-27T12:09:57.311264-08:00,light_daynight_apply,GrowLight.apply_daynight_now,,,,,,,True,,,,,,,,,,,,,,,,within_window=True
2026-02-27T12:09:57.519090-08:00,sensor_read,SensorArray.snapshot,,,,,,,,72,0.6666666666666666,5,1,0.06899164817143864,1.4595620069326047,1.722020340370861,0.8851094357371413,DRY,,,,,,,
2026-02-27T12:10:03.627603-08:00,sensor_read,SensorArray.snapshot,,,,,,,,72,0.6666666666666666,5,1,0.08897554265601666,1.3943285109548373,1.7962263226848354,0.9767268028815373,DRY,,,,,,,
2026-02-27T12:10:07.527433-08:00,sensor_read,SensorArray.snapshot,,,,,,,,72,0.6666666666666666,5,1,0.19861337386531874,1.596362013734463,1.8266445729531717,1.0058136579758292,DRY,,,,,,,
